,icpsr,id,name,state_abbrev,V1,party_code,rollcallvote_id,chamber,congress,date,rollnumber,description
59,40702,MS11440702,"TESTER, Jon",MT,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
60,20735,MS11420735,"GILLIBRAND, Kirsten",NY,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
61,40704,MS11440704,"WHITEHOUSE, Sheldon",RI,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
62,40705,MS11440705,"CORKER, Robert (Bob)",TN,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
63,40707,MS11440707,"BARRASSO, John A.",WY,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
64,14806,MS11414806,"COATS, Daniel Ray",IN,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
65,21301,MS11421301,"COTTON, Tom",AR,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
66,14651,MS11414651,"NELSON, Clarence William (Bill)",FL,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
67,41300,MS11441300,"KING, Angus Stanley, Jr.",ME,1,328,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
68,41301,MS11441301,"WARREN, Elizabeth",MA,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
69,41302,MS11441302,"FISCHER, Debra (Deb)",NE,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
70,41303,MS11441303,"HEITKAMP, Mary Kathryn (Heidi)",ND,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
71,41304,MS11441304,"CRUZ, Rafael Edward (Ted)",TX,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
72,41305,MS11441305,"KAINE, Timothy Michael (Tim)",VA,1,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
73,21338,MS11421338,"DAINES, Steve",MT,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
74,41308,MS11441308,"BOOKER, Cory Anthony",NJ,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
75,29534,MS11429534,"WICKER, Roger F.",MS,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
76,40300,MS11440300,"MURKOWSKI, Lisa",AK,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
77,40304,MS11440304,"ALEXANDER, Lamar",TN,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
78,40305,MS11440305,"CORNYN, John",TX,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
79,20115,MS11420115,"KIRK, Mark Steven",IL,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
80,29566,MS11429566,"GRAHAM, Lindsey O.",SC,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
81,39310,MS11439310,"CANTWELL, Maria E.",WA,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
82,14226,MS11414226,"GRASSLEY, Charles Ernest",IA,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
83,20919,MS11420919,"CASSIDY, Bill",LA,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
84,20923,MS11420923,"PETERS, Gary C.",MI,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
85,20930,MS11420930,"HEINRICH, Martin",NM,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
86,94659,MS11494659,"SHELBY, Richard C.",AL,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
87,40902,MS11440902,"RISCH, James",ID,1,200,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
88,40904,MS11440904,"FRANKEN, Al",MN,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
89,40906,MS11440906,"SHAHEEN, Jeanne",NH,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
90,40908,MS11440908,"MERKLEY, Jeff",OR,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
91,40909,MS11440909,"WARNER, Mark",VA,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
92,40910,MS11440910,"BENNET, Michael F.",CO,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
93,40915,MS11440915,"MANCHIN, Joe, III",WV,1,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
94,40916,MS11440916,"COONS, Christopher A.",DE,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
95,29142,MS11429142,"REED, John F. (Jack)",RI,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
96,29147,MS11429147,"SANDERS, Bernard",VT,6,328,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
97,14307,MS11414307,"LEAHY, Patrick Joseph",VT,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
98,15015,MS11415015,"CARPER, Thomas Richard",DE,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
99,40703,MS11440703,"CASEY, Robert (Bob), Jr.",PA,6,100,RS1140112,Senate,114,2015-03-26,112,To improve the dynamic scoring provision.
